"stoff_nr";"name";"beschreibung";"cas_id"
"4165";"Dibrommethan";"";"74-95-3"
"4166";"1,2-Dibrom-3-chlorpropan";"";"96-12-8"
"4167";"Simvastatin";"";"79902-63-9"
"4168";"4-tert-Octylphenolmonoethoxylat";"";"2315-67-5"
"4169";"4-tert-Octylphenoldiethoxylat";"";"2315-61-9"
"4170";"Saccharin";"";"81-07-2"
"4171";"Natriumcyclamat";"";"139-05-9"
"4172";"Metalaxyl-CA2";"";"104390-56-9"
"4173";"Pinoxaden";"";"243973-20-8"
"4174";"Metconazole";"";"125116-23-6"
"4175";"Florasulam";"";"145701-23-1"
"4176";"2-Chlorethylvinylether";"";"110-75-8"
"4177";"Ethylparaben";"";"120-47-8"
"4178";"Tritolylphosphat";"";"1330-78-5"
"4179";"Bromchlorophen";"";"15435-29-7"
"4180";"1,6-Dichlorhexan";"";"2163-00-0"
"4181";"Timolol";"";"26839-75-8"
"4182";"Indoprofen";"";"31842-01-0"
"4183";"o-Hydroxyhippursäure";"";"487-54-7"
"4184";"Niclosamid";"";"50-65-7"
"4185";"Flurbiprofen";"";"5104-49-4"
"4186";"Carprofen";"";"53716-49-7"
"4187";"Tetrabromo-o-cresol";"";"576-55-6"
"4188";"Tolbutamid";"";"64-77-7"
"4189";"Salicylsäure";"";"69-72-7"
"4190";"Hexachlorphen";"";"70-30-4"
"4191";"Ioversol";"";"87771-40-2"
"4192";"5-Bromsalicylsäure";"";"89-55-4"
"4193";"Methylparaben";"";"99-76-3"
"4194";"Propylparaben";"";"94-13-3"
"4195";"Butylparaben";"";"94-26-8"
"4196";"5-Chlorsalicylsäure";"";"321-14-2"
"4197";"Thiamethoxam";"";"153719-23-4"
"4198";"Nitenpyram";"";"150824-47-8"
"4199";"Thiacloprid";"";"111988-49-9"
"4200";"Acetamiprid";"";"135410-20-7"
"4201";"Clothianidin";"";"210880-92-5"
"4202";"Ritalinsäure";"";"19395-41-6"
"4203";"Thiabendazol";"";"148-79-8"
"4204";"Thiacloprid-ESA, Na-Salz";"";""
"4205";"Gabapentin";"";"60142-96-3"
"4206";"Metformin";"";"657-24-9"
"4207";"4-Aminoantipyrin";"";"83-07-8"
"4208";"Venlafaxin";"";"93413-69-5"
"4209";"10,11-Dihydro-10,11-dihydroxycarbamazepin";"";"35079-97-1"
"4210";"4-Formylaminoantipyrin";"";"1672-58-8"
"4211";"4-Acetamidoantipyrin";"";"83-15-8"
"4212";"PCDD/F+dl-PCB TEQ WHO 2005 mBG";"";""
"4213";"PCDD/F+dl-PCB TEQ WHO 2005 oBG";"";""
"4214";"Imiprothrin";"";"72963-72-5"
"4215";"Cyproconazol";"";"94361-06-5"
"4216";"Orbencarb";"";"34622-58-7"
"4217";"a-Estradiol";"";"57-91-0"
"4218";"16a,17b-Estriol";"";"50-27-1"
"4219";"16b,17a-Estriol";"";"793-89-5"
"4220";"Candesartan";"";"139481-59-7"
"4221";"Moxifloxacin Monohydrochlorid";"";"186826-86-8"
"4222";"Dehydrato-Erythromycin A";"";"23893-13-2"
"4223";"Valsartan";"";"137862-53-4"
"4224";"Metronidazol";"";"443-48-1"
"4225";"Furosemid";"";"54-31-9"
"4226";"Desvenlafaxin Hydrochlorid";"";"300827-87-6"
"4227";"Losartan potassium";"";"124750-99-8"
"4229";"PFC aus Capstoneprodukt 1183 (A)";"";""
"4230";"PFC aus Capstoneprodukt 1157 (B)";"";""
"4231";"Cefalexin";"";"15686-71-2"
"4232";"Cefixim";"";"79350-37-1"
"4233";"Cefotaxim";"";"63527-52-6"
"4234";"Ceftazidim";"";"72558-82-8"
"4235";"Clopidogrelsäure";"";"144457-28-3"
"4236";"Sulfapyridin";"";"144-83-2"
"4237";"Prothioconazol-desthio";"";"120983-64-4"
"4238";"Chlorthalonil Metabolit M5_R611965";"";"142733-37-7"
"4239";"Quinmerac Metabolit BH 518-2";"";"90717-07-0"
"4240";"1,2,4-Triazol";"";"288-88-0"
"4241";"Trifluoressigsaeure";"";"76-05-1"
"4242";"2-Amino-4-nitrotoluol";"";"99-55-8"
"4243";"Aldicarb-Sulfon";"";"1646-88-4"
"4244";"Aldicarb-Sulfoxid";"";"1646-87-3"
"4245";"Aminopyralid";"";"150114-71-9"
"4246";"Beflubutamid";"";"113614-08-7"
"4247";"Benalaxyl";"";"71626-11-4"
"4248";"Benalaxyl-M";"";"98243-83-5"
"4249";"Benazolin";"";"3813-05-6"
"4250";"Benfluralin";"";"1861-40-1"
"4251";"Bromophos-ethyl";"";"4824-78-6"
"4252";"Bupirimat";"";"41483-43-6"
"4253";"Carfentrazon";"";"128621-72-7"
"4254";"Chloramphenicol";"";"56-75-7"
"4255";"Chlormequat-Chlorid";"";"999-81-5"
"4256";"Chlorsulforon";"";"64902-72-3"
"4257";"Summe 10 LHKW";"";""
"4258";"Clethodim";"";"99129-21-2"
"4259";"Clodinafop";"";"114420-56-3"
"4260";"Cycloxydim";"";"101205-02-1"
"4261";"Dapson";"";"80-08-0"
"4262";"Desethylsebutylazin";"";"37019-18-4"
"4263";"Dimethachlor CGA 373464 (Metabolit)";"";"1196157-87-5"
"4264";"Dimethachlor CGA 369873 (Metabolit)";"";""
"4265";"Dimethachlor SYN 530561 (Metabolit)";"";"1138220-18-4"
"4266";"Dimethenamid-P (S-Isomer)";"";"163515-14-8"
"4267";"Dimethomorph";"";"110488-70-5"
"4268";"Dinoseb-Acetat";"";"2813-95-8"
"4269";"Enoxacin";"";"74011-58-8"
"4270";"Enrofloxacin";"";"93106-60-6"
"4271";"Fenarimol";"";"60168-88-9"
"4272";"Fenoxycarb";"";"79127-80-3"
"4273";"Flazasulfuron";"";"104040-78-0"
"4274";"Flufenacet OA";"";"201668-31-7"
"4275";"Fluoxastrobin";"";"361377-29-9"
"4276";"Flupyrsulfuron-methyl";"";"144740-53-4"
"4277";"Furazolidon";"";"67-45-8"
"4278";"Hexaconazol";"";"79983-71-4"
"4279";"Pyrazol";"";"288-13-1"
"4280";"Imazalil";"";"35554-44-0"
"4281";"Propaquizafop";"";"111479-05-1"
"4282";"Meclocyclin";"";"2013-58-3"
"4283";"Pindolol";"";"13523-86-9"
"4284";"Mesosulfuron-Methyl";"";"208465-21-8"
"4285";"Isoxaben";"";"82558-50-7"
"4286";"Oleandomycin";"";"3922-90-5"
"4287";"1-Methylbenzotriazol";"";"13351-73-0"
"4288";"Metalaxyl-M";"";"70630-17-0"
"4289";"Norfloxacin";"";"70458-96-7"
"4290";"Phosalon";"";"2310-17-0"
"4291";"Prometon";"";"1610-18-0"
"4292";"Pikrinsäure";"";"88-89-1"
"4293";"Imazapyr";"";"81334-34-1"
"4294";"Tritosulfuron";"";"142469-14-5"
"4295";"Terbufos";"";"13071-79-9"
"4296";"Triasulfuron";"";"82097-50-5"
"4297";"Sulfotep";"";"3689-24-5"
"4298";"Sarkosin-N-Phenylsulfonyl";"";"46376-16-3"
"4299";"Thifensulfuron";"";"79277-67-1"
"4300";"Iodosulfuron";"";"185119-76-0"
"4301";"Ronidazol";"";"7681-76-7"
"4302";"Tetraconazol";"";"112281-77-3"
"4303";"S-Metolachlor-Metabolit CGA 368208";"";"1173021-76-5"
"4304";"S-Metolachlor-Metabolit CGA 357704";"";"1217465-10-5"
"4305";"S-Metolachlor-Metabolit CGA 50267";"";"82508-03-0"
"4306";"S-Metolachlor-Metabolit CGA 50720";"";"152019-74-4"
"4307";"S-Metolachlor-Metabolit NOA 413173";"";"1418095-19-8"
"4308";"Fenoxaprop";"";"95617-09-7"
"4309";"Hydrochlorthiazid";"";"58-93-5"
"4310";"Pregabalin";"";"148553-50-8"
"4311";"Lamotrigin";"";"84057-84-1"
"4312";"Adenosin";"";"58-61-7"
"4313";"Valsartansaeure";"";"164265-78-5"
"4314";"Metoprololsaeure";"";"56392-14-4"
"4315";"Amisulprid";"";"71675-85-9"
"4316";"Ramipril";"";"87333-19-5"
"4317";"2,6-Dimethylnaphthalin";"";"581-42-0"
"4318";"alpha-Hexabromcyclododecan";"";"134237-50-6"
"4319";"beta-Hexabromcyclododecan";"";"134237-51-7"
"4320";"gamma-Hexabromcyclododecan";"";"134237-52-8"
"4321";"2-Ethylhexyl 4-methoxycinnamate";"";"5466-77-3"
"4322";"Oxadiazon";"";"19666-30-9"
"4323";"Fipronil";"";"120068-37-3"
"4324";"Metazachlor ESA";"";"172960-62-2"
"4325";"S-Metolachlor Metabolit CGA 37735";"";"97055-05-5"
"4326";"Androsteron";"";"53-41-8"
"4327";"Prasteron";"";"53-43-0"
"4328";"Epitestosteron";"";"481-30-1"
"4329";"Testosteroncypionat";"";"58-20-8"
"4330";"Androstanolon";"";"521-18-6"
"4331";"Losartan";"";"114798-26-4"
"4332";"O-Desvenlafaxin";"";"93413-62-8"
"4333";"Metolachlor ESA";"";"171118-09-5"
"4334";"3-Chlor-ortho-Toluidin und 3-Chlor-para-Toluidin";"";""
"4335";"Fluopicolid";"";"239110-15-7"
"4336";"Propoxycarbazon";"";"145026-81-9"
"4337";"Prosulfuron";"";"94125-34-5"
"4338";"Tebufenpyrad";"";"119168-77-3"
"4339";"2-Hydroxyatrazin";"";"2163-68-0"
"4340";"2-Naphthalinsulfonsäure";"";"120-18-3"
"4341";"Levetiracetam";"";"102767-28-2"
"4342";"Lidocain";"";"137-58-6"
"4343";"Sitagliptin";"";"486460-32-6"
"4344";"Telmisartan";"";"144701-48-4"
"4345";"O,N-Didesmethylvenlafaxin";"";"135308-74-6"
"4346";"4'-Hydroxydiclofenac";"";"64118-84-9"
"4347";"Buflomedil";"";"55837-25-7"
"4348";"Carbamazepin epoxid";"";"36507-30-9"
"4349";"N-Guanylharnstoff";"";"141-83-3"
"4350";"Irbesartan";"";"138402-11-6"
"4351";"N-Desethylvardenafil";"";"448184-46-1"
"4352";"Sulfamethoxazo-ß-D-Glucoronid";"";"14365-52-7"
"4353";"Sulpirid";"";"15676-16-1"
"4354";"Tadalafil";"";"171596-29-5"
"4355";"Vardenafil";"";"224785-90-4"
"4356";"Summe PAK TVO";"";""
"4357";"Summe PAK EPA";"";""
"4358";"Summe Heptachlor und cis-Heptachlorepoxid";"";""
"4359";"Bifenthrin";"";"82657-04-3"
"4360";"Desmethyl-Isoproturon";"";"34123-57-4"
"4361";"Triamiphos";"";"1031-47-6"
"4362";"Fluazifop";"";"69335-91-7"
"4363";"Fluopyram";"";"658066-35-4"
"4364";"Metaflumizon";"";"139968-49-3"
"4365";"HKW-S (Sum LHKW nach TVO 1990)";"";""
"4366";"Cyflufenamid";"";"180409-60-3"
"4367";"Dimethenamid ESA";"";""
"4368";"Flonicamid";"";"158062-67-0"
"4369";"Flufenacet ESA Natriumsalz";"";"947601-87-8"
"4370";"Hexythiazox";"";"78587-05-0"
"4371";"Methoxyfenozid";"";"161050-58-4"
"4372";"Myclobutanil";"";"88671-89-0"
"4373";"Thiopental";"";"76-75-5"
"4374";"Paclobutrazol";"";"76738-62-0"
"4375";"Terbuthylazin-2-Hydroxy";"";"66753-07-9"
"4376";"Triflusulfuron";"";"135990-29-3"
"4377";"Prehnitol";"";"488-23-3"
"4378";"Terbuthylazin-desethyl-2-hydroxy";"";"66753-06-8"
"4379";"Benzo(j)fluoranthen";"";"205-82-3"
"4380";"Summe PAK EPA ohne Naphthalin";"";""
"4381";"Propazin-hydroxy";"";"7374-53-0"
"4382";"Sebuthylazin-hydroxy";"";"33124-61-7"
"4383";"Simazin-hydroxy";"";"2599-11-3"
"4384";"Atrazin-desethylhydroxy";"";"19988-24-0"
"4385";"Cis-Permetrin";"";"61949-76-6"
"4386";"Trans-Permethrin";"";"61949-77-7"
"4387";"Esfenvalerat";"";"66230-04-4"
"4388";"Tau-Fluvalinat";"";"102851-06-9"
"4389";"1-(3,4-Dichlorphenyl)-3-methylurea";"";"3567-62-2"
"4390";"Dimethachlor-SA";"";""
"4391";"Thiacloprid-ESA";"";""
"4392";"Acesulfam-H";"";"33665-90-6"
"4393";"Cyclamat-H";"";"100-88-9"
"4394";"Diemethenamid-P Metabolit M 23";"";""
"4395";"Dimethenamid-P Metabolit M27";"";""
"4396";"Metazachlor Metabolit BH 479-9";"";"1246215-97-3"
"4397";"Metazachlor Metabolit BH 479-11";"";"1242182-77-9"
"4398";"Metazachlor Metabolit BH 479-12";"";""
"4399";"Acyclovir";"";"59277-89-3"
"4400";"Bupropion";"";"34911-55-2"
"4401";"Citalopram";"";"59729-33-8"
"4402";"Iodipamid";"";"606-17-7"
"4403";"Ioxaglinsäure";"";"59017-64-0"
"4404";"Oseltamivir";"";"196618-13-0"
"4405";"Paroxetin";"";"61869-08-7"
"4406";"Sertralin";"";"79617-96-2"
"4407";"Aspartam";"";"22839-47-0"
"4408";"Saccharin Na";"";"128-44-9"
"4409";"trans-Nonachlor";"";"39765-80-5"
"4410";"Melamin";"";"108-78-1"
"4411";"Ranitidin";"";"66357-35-5"
"4412";"Sulfamethizol";"";"144-82-1"
"4413";"Eprosartan";"";"133040-01-4"
"4414";"Azilsartan";"";"147403-03-0"
"4415";"Olmesartan";"";"144689-24-7"
"4416";"Oxcarbazepin";"";"28721-07-5"
"4417";"Altrenogest";"";"850-52-2"
"4418";"RS-Cetirizin";"";"83881-51-0"
"4419";"Clotrimazol";"";"23593-75-1"
"4420";"Fuberidazol";"";"3878-19-1"
"4421";"Imazosulfuron";"";"122548-33-8"
"4422";"Triticonazol";"";"131983-72-7"
"4423";"Torasemid";"";"56211-40-6"
"4424";"2-Aminobenzimidazol";"";"934-32-7"
"4425";"4-(Trifluormethyl)phenol";"";"402-45-9"
"4426";"Bicalutamid";"";"90357-06-5"
"4427";"4-tert-Butylphenol";"";"98-54-4"
"4428";"Dimetridazol";"";"551-92-8"
"4429";"S-Duloxetin";"";"116539-59-4"
"4430";"Fexofenadin";"";"83799-24-0"
"4431";"Fluconazol";"";"86386-73-4"
"4432";"Flumequin";"";"42835-25-6"
"4433";"Ifosfamid";"";"3778-73-2"
"4434";"Ivermectin";"";"70288-86-7"
"4435";"2R,4S-Ketoconazol";"";"65277-42-1"
"4436";"Moclobemid";"";"71320-77-9"
"4437";"Nevirapin";"";"129618-40-2"
"4438";"Penciclovir";"";"39809-25-1"
"4439";"RS-Pentobarbital";"";"76-74-4"
"4440";"4-tert-Pentylphenol";"";"80-46-6"
"4441";"Phenobarbital";"";"50-06-6"
"4442";"Quetiapin";"";"111974-69-7"
"4443";"Sildenafil";"";"139755-83-2"
"4444";"Tamoxifen";"";"10540-29-1"
"4445";"Tizanidin";"";"51322-75-9"
"4446";"RS-Verapamil";"";"52-53-9"
"4447";"Zidovudin";"";"30516-87-1"
"4448";"2-Hydroxycarbamazepin";"";"68011-66-5"
"4449";"3-Hydroxycarbamazepin";"";"68011-67-6"
"4450";"7-Diethylamino-4-methylcoumarin";"";"91-44-1"
"4451";"9-Acridinecarboxylsäure";"";"5336-90-3"
"4452";"10,11-Dihydrocarbamazepin";"";"3564-73-6"
"4453";"Bixafen";"";"581809-46-3"
"4454";"Dithianon";"";"3347-22-6"
"4455";"Licarbazepin";"";"29331-92-8"
"4456";"Mandipropamid";"";"374726-62-2"
"4457";"N,N-Didesvenlafaxin";"";"93413-77-5"
"4458";"N4-Acetylsulfadiazin";"";"127-74-2"
"4459";"N-Desvenlafaxin";"";"149289-30-5"
"4460";"N-Ethylperfluoroctansulfonamid";"";"4151-50-2"
"4461";"N-Methylperfluoroctansulfonamid";"";"31506-32-8"
"4462";"N-Nitrosodibutylamin";"";"924-16-3"
"4463";"N-Nitrosodiethylamin";"";"55-18-5"
"4464";"N-Nitrosodipropylamin";"";"621-64-7"
"4465";"N-Nitrosomethylethylamin";"";"10595-95-6"
"4466";"N-Nitrosomorpholin";"";"59-89-2"
"4467";"N-Nitrosopiperidin";"";"100-75-4"
"4468";"N-Nitrosopyrrolidin";"";"930-55-2"
"4469";"Orysastrobin";"";"248593-16-0"
"4470";"Oxipurinol";"";"2465-59-0"
"4471";"Perfluortridecanoat";"";"72629-94-8"
"4472";"Radafaxin Hydrochlorid";"";"106083-71-0"
"4473";"Tridesmethylvenlafaxin";"";"149289-29-2"
"4474";"Verapamil Metabolit D617";"";"34245-14-2"
"4475";"6:2 Fluorotelomer unsaturated carboxylate";"";"70887-88-6"
"4476";"8:2 Fluorotelomer unsaturated carboxylate";"";"70887-84-2"
"4477";"10:2 Fluorotelomer unsaturated carboxylate";"";"70887-94-4"
"4478";"Chlorantraniliprol";"";"500008-45-7"
"4479";"Desamino-Metamitron";"";"36993-94-9"
"4480";"Desaminometribuzin";"";"35045-02-4"
"4481";"R,S-Diclofop";"";"40843-25-2"
"4482";"Metolachlor-Morpholinon";"";"120375-14-6"
"4483";"R,S-Quizalofop";"";"76578-12-6"
"4484";"Thiofanat-methyl";"";"23564-05-8"
"4485";"2,3-Dimethylchinoxalin";"";"2379-55-7"
"4486";"3-Amino-4-chlorbenzotrifluorid";"";"121-50-6"
"4487";"2-Methoxy-4-nitroanilin";"";"97-52-9"
"4488";"2-Methoxy-5-nitroanilin";"";"99-59-2"
"4489";"Chloroneb";"";"2675-77-6"
"4490";"Dimethachlor ESA";"";""
"4491";"Icaridin";"";"119515-38-7"
"4492";"Tebufenozid";"";"112410-23-8"
"4493";"Tetrapropylammonium";"";"13010-31-6"
"4494";"Summe Fluor aus PFAS";"";""
"4495";"RS-Famoxadon";"";"131807-57-3"
"4496";"Ipconazol";"";"125225-28-7"
"4497";"RS-Miconazol";"";"22916-47-8"
"4498";"4,4'-Dichlorbenzophenon";"";"90-98-2"
"4499";"Dipropylenglykolmethylether";"";"34590-94-8"
"4500";"Azoxystrobinsäure";"";"1185255-09-7"
"4501";"Chlorthalonil-Metabolit R419492 (M8)";"";""
"4502";"Didesmethyl-Isoproturon";"";"56046-17-4"
"4503";"Dimoxystrobin Metabolit 505M08";"";""
"4504";"Dimoxystrobin Metabolit 505M09";"";"1418095-11-0"
"4505";"Nicosulfuron Metabolit ASDM";"";"112006-75-4"
"4506";"Nicosulfuron Metabolit AUSN";"";"2307738-55-0"
"4507";"Pethoxamid Metabolit MET 42";"";"1330267-35-0"
"4508";"Quinmerac Metabolit BH 518-5";"";""
"4509";"Terbuthylazin Metabolit CGA 324007";"";"309923-18-0"
"4510";"Terbuthylazin Metabolit SYN 545666";"";""
"4511";"Trifloxystrobin-Dicarbonsäure";"";""
"4512";"Tritosulfuron Metabolit BH 635-4";"";""
"4513";"Amantadin";"";"768-94-5"
"4515";"AMPS";"";"15214-89-8"
"4516";"2,2',3,3',4,4',5,5',6-Nonabrombiphenylether";"";"63387-28-0"
"4517";"2,2',3,4,4',5,5',6-Octabrombiphenylether";"";"337513-72-1"
"4518";"2,2',4,4',5,5'-Hexabrombiphenyl";"";"59080-40-9"
"4519";"2,2',4,5',6-Pentabrombiphenyl";"";"59080-39-6"
"4520";"2,2',5,5'-Tetrabrombiphenyl";"";"59080-37-4"
"4521";"2,2',5,6'-Tetrabrombiphenyl";"";"60044-25-9"
"4522";"2,2',5-Tribrombiphenyl";"";"59080-34-1"
"4523";"2,2'-Dibrombiphenyl";"";"13029-09-9"
"4524";"2,4,5-Tribrombiphenyl";"";"115245-07-3"
"4525";"2,4',5-Tribrombiphenyl";"";"59080-36-3"
"4526";"2,4,6-Tribrombiphenyl";"";"59080-33-0"
"4527";"2,5-Dibrombiphenyl";"";"57422-77-2"
"4528";"2,6-Dibrombiphenyl";"";"59080-32-9"
"4529";"2-Brombiphenyl";"";"2502-07-5"
"4530";"3,3',5,5'-Tetrabrombiphenyl";"";"16400-50-3"
"4531";"3,4,5-Tribrombiphenyl";"";"115245-08-4"
"4532";"3-Brombiphenyl";"";"2113-57-7"
"4533";"Bis(4-bromphenyl)ether";"";"2050-47-7"
"4534";"4,4'-Dibrombiphenyl";"";"92-86-4"
"4535";"4-Bromobiphenyl";"";"92-66-0"
"4536";"1-Brom-4-phenoxybenzol";"";"101-55-3"
"4537";"Diisodecylphthalat";"";"26761-40-0"
"4538";"Diisononylphthalat";"";"28553-12-0"
"4539";"2,2',4,5'-Tetrabrombiphenylether";"";"243982-82-3"
"4540";"2,2',3,4,4',5'-Hexabrombiphenylether";"";"182677-30-1"
"4541";"Perfluordodecansulfonsäure";"";"79780-39-5"
"4542";"PCB-51";"";"68194-04-7"
"4543";"PCB-68";"";"73575-52-7"
